finyear,lgdstatecode,statename,lgddistrictcode,districtname,schemecode,totalbeneficiaries,totalmale,totalfemale,totaltransgender,totalsc,totalst,totalgen,totalobc,totalaadhaar,totalmobilenumber
2025-2026,12,ARUNACHAL PRADESH,628,ANJAW,IGNWPS,148,0,148,0,0,148,0,0,102,0
2025-2026,12,ARUNACHAL PRADESH,666,LONGDING,IGNDPS,78,56,22,0,0,78,0,0,63,3
2025-2026,12,ARUNACHAL PRADESH,666,LONGDING,IGNOAPS,1063,590,473,0,0,1063,0,0,900,2
2025-2026,12,ARUNACHAL PRADESH,666,LONGDING,IGNWPS,260,0,260,0,0,260,0,0,213,1
2025-2026,12,ARUNACHAL PRADESH,677,KRA DAADI,IGNDPS,73,36,37,0,0,73,0,0,36,0
2025-2026,12,ARUNACHAL PRADESH,677,KRA DAADI,IGNOAPS,1458,508,950,0,0,1458,0,0,836,0
2025-2026,12,ARUNACHAL PRADESH,677,KRA DAADI,IGNWPS,143,0,143,0,0,143,0,0,81,0
2025-2026,12,ARUNACHAL PRADESH,678,NAMSAI,IGNDPS,29,12,17,0,0,29,0,0,11,0
2025-2026,12,ARUNACHAL PRADESH,678,NAMSAI,IGNOAPS,1055,438,617,0,0,1055,0,0,435,0
2025-2026,12,ARUNACHAL PRADESH,678,NAMSAI,IGNWPS,142,0,142,0,0,142,0,0,71,0
2025-2026,12,ARUNACHAL PRADESH,679,SIANG,IGNDPS,58,38,20,0,0,58,0,0,41,0
2025-2026,12,ARUNACHAL PRADESH,679,SIANG,IGNOAPS,888,415,473,0,0,888,0,0,356,0
2025-2026,12,ARUNACHAL PRADESH,679,SIANG,IGNWPS,123,0,123,0,0,123,0,0,97,0
2025-2026,12,ARUNACHAL PRADESH,718,KAMLE,IGNDPS,79,55,24,0,0,79,0,0,41,0
2025-2026,12,ARUNACHAL PRADESH,718,KAMLE,IGNOAPS,895,244,651,0,0,895,0,0,432,0
2025-2026,12,ARUNACHAL PRADESH,718,KAMLE,IGNWPS,145,0,145,0,0,145,0,0,86,0
2025-2026,12,ARUNACHAL PRADESH,719,LOWER SIANG,IGNDPS,28,19,9,0,0,28,0,0,19,0
2025-2026,12,ARUNACHAL PRADESH,719,LOWER SIANG,IGNOAPS,543,195,348,0,0,543,0,0,365,39
2025-2026,12,ARUNACHAL PRADESH,719,LOWER SIANG,IGNWPS,83,0,83,0,0,83,0,0,28,3
2025-2026,12,ARUNACHAL PRADESH,723,PAKKE KESSANG,IGNDPS,47,26,21,0,0,47,0,0,26,0
2025-2026,12,ARUNACHAL PRADESH,723,PAKKE KESSANG,IGNOAPS,317,107,210,0,0,317,0,0,74,0
2025-2026,12,ARUNACHAL PRADESH,723,PAKKE KESSANG,IGNWPS,74,0,74,0,0,74,0,0,43,0
2025-2026,12,ARUNACHAL PRADESH,724,LEPARADA,IGNDPS,35,18,17,0,0,35,0,0,29,0
2025-2026,12,ARUNACHAL PRADESH,724,LEPARADA,IGNOAPS,771,346,425,0,0,771,0,0,497,0
2025-2026,12,ARUNACHAL PRADESH,724,LEPARADA,IGNWPS,131,0,131,0,0,131,0,0,80,0
2025-2026,12,ARUNACHAL PRADESH,725,SHI YOMI,IGNDPS,31,15,16,0,0,31,0,0,12,0
2025-2026,12,ARUNACHAL PRADESH,725,SHI YOMI,IGNOAPS,785,322,463,0,0,785,0,0,339,63
2025-2026,12,ARUNACHAL PRADESH,725,SHI YOMI,IGNWPS,96,0,96,0,0,96,0,0,33,2
2025-2026,13,NAGALAND,244,DIMAPUR,IGNDPS,138,85,53,0,0,137,1,0,1,0
2025-2026,13,NAGALAND,244,DIMAPUR,IGNOAPS,5665,2482,3183,0,5,5543,104,13,4,1
2025-2026,13,NAGALAND,244,DIMAPUR,IGNWPS,569,0,569,0,0,557,5,7,0,0
2025-2026,13,NAGALAND,245,KOHIMA,IGNDPS,127,76,51,0,0,127,0,0,0,0
2025-2026,13,NAGALAND,245,KOHIMA,IGNOAPS,7103,2192,4911,0,0,7103,0,0,1756,94
2025-2026,13,NAGALAND,245,KOHIMA,IGNWPS,490,0,490,0,0,490,0,0,143,0
2025-2026,13,NAGALAND,246,MOKOKCHUNG,IGNDPS,139,89,50,0,0,139,0,0,15,0
2025-2026,13,NAGALAND,246,MOKOKCHUNG,IGNOAPS,7294,2527,4767,0,3,7291,0,0,550,192
2025-2026,13,NAGALAND,246,MOKOKCHUNG,IGNWPS,472,0,472,0,0,472,0,0,104,0
2025-2026,13,NAGALAND,247,MON,IGNDPS,108,99,9,0,0,108,0,0,37,3
2025-2026,13,NAGALAND,247,MON,IGNOAPS,6594,4708,1886,0,15,6579,0,0,540,0
2025-2026,13,NAGALAND,247,MON,IGNWPS,465,0,465,0,0,465,0,0,27,0
2025-2026,13,NAGALAND,248,PHEK,IGNDPS,145,72,73,0,0,145,0,0,0,0
2025-2026,13,NAGALAND,248,PHEK,IGNOAPS,6351,2744,3607,0,0,6351,0,0,983,45
2025-2026,13,NAGALAND,248,PHEK,IGNWPS,436,0,436,0,0,436,0,0,38,0
2025-2026,13,NAGALAND,249,TUENSANG,IGNDPS,94,73,21,0,0,93,0,1,0,0
2025-2026,13,NAGALAND,249,TUENSANG,IGNOAPS,5999,2703,3296,0,10,1810,4164,15,1,0
2025-2026,13,NAGALAND,249,TUENSANG,IGNWPS,386,0,386,0,0,383,0,3,0,0
2025-2026,13,NAGALAND,250,WOKHA,IGNDPS,110,73,37,0,0,110,0,0,0,0
2025-2026,13,NAGALAND,250,WOKHA,IGNOAPS,5839,2303,3536,0,16,5823,0,0,0,0
2025-2026,13,NAGALAND,250,WOKHA,IGNWPS,407,0,407,0,0,407,0,0,0,0
2025-2026,13,NAGALAND,251,ZUNHEBOTO,IGNDPS,108,69,39,0,0,108,0,0,8,0
2025-2026,13,NAGALAND,251,ZUNHEBOTO,IGNOAPS,6105,2386,3719,0,0,6105,0,0,1133,0
2025-2026,13,NAGALAND,251,ZUNHEBOTO,IGNWPS,434,0,434,0,1,433,0,0,75,0
2025-2026,13,NAGALAND,613,PEREN,IGNDPS,51,40,11,0,0,51,0,0,0,0
2025-2026,13,NAGALAND,613,PEREN,IGNOAPS,2180,1103,1077,0,0,2180,0,0,0,0
2025-2026,13,NAGALAND,613,PEREN,IGNWPS,270,0,270,0,0,270,0,0,0,0
2025-2026,13,NAGALAND,614,KIPHIRE,IGNDPS,75,54,21,0,0,75,0,0,12,4
2025-2026,13,NAGALAND,614,KIPHIRE,IGNOAPS,1319,761,558,0,0,1319,0,0,388,66
2025-2026,13,NAGALAND,614,KIPHIRE,IGNWPS,201,0,201,0,0,201,0,0,51,1
2025-2026,13,NAGALAND,615,LONGLENG,IGNDPS,107,99,8,0,4,95,8,0,0,0
2025-2026,13,NAGALAND,615,LONGLENG,IGNOAPS,2163,1966,197,0,0,2123,36,4,0,0
2025-2026,13,NAGALAND,615,LONGLENG,IGNWPS,111,0,111,0,0,110,1,0,23,0
2025-2026,14,MANIPUR,252,BISHNUPUR,IGNDPS,24,12,12,0,4,0,20,0,15,0
2025-2026,14,MANIPUR,252,BISHNUPUR,IGNOAPS,5991,2936,3055,0,558,26,5189,218,4661,4290
2025-2026,14,MANIPUR,252,BISHNUPUR,IGNWPS,667,0,667,0,35,2,609,21,526,4
2025-2026,14,MANIPUR,253,CHANDEL,IGNDPS,44,25,19,0,0,43,1,0,14,1
2025-2026,14,MANIPUR,253,CHANDEL,IGNOAPS,1991,559,1432,0,0,1875,54,62,991,154
2025-2026,14,MANIPUR,253,CHANDEL,IGNWPS,263,0,263,0,0,189,57,17,117,15
2025-2026,14,MANIPUR,254,CHURACHANDPUR,IGNDPS,88,53,35,0,0,88,0,0,30,0
2025-2026,14,MANIPUR,254,CHURACHANDPUR,IGNOAPS,4777,1711,3066,0,0,4664,112,1,2830,11
2025-2026,14,MANIPUR,254,CHURACHANDPUR,IGNWPS,569,0,569,0,0,445,124,0,323,0
2025-2026,14,MANIPUR,255,IMPHAL EAST,IGNDPS,183,117,66,0,2,2,3,176,92,24
2025-2026,14,MANIPUR,255,IMPHAL EAST,IGNOAPS,8885,3547,5338,0,50,348,1589,6898,7573,1004
2025-2026,14,MANIPUR,255,IMPHAL EAST,IGNWPS,1926,0,1926,0,5,31,1161,729,1485,351
2025-2026,14,MANIPUR,256,IMPHAL WEST,IGNDPS,153,81,72,0,9,3,1,140,96,62
2025-2026,14,MANIPUR,256,IMPHAL WEST,IGNOAPS,11018,4263,6755,0,553,200,2636,7629,9360,3134
2025-2026,14,MANIPUR,256,IMPHAL WEST,IGNWPS,1848,0,1848,0,58,37,969,784,1379,750
2025-2026,14,MANIPUR,257,SENAPATI,IGNDPS,126,77,49,0,0,124,2,0,38,0
2025-2026,14,MANIPUR,257,SENAPATI,IGNOAPS,7942,3419,4522,1,0,7405,536,1,4596,66
2025-2026,14,MANIPUR,257,SENAPATI,IGNWPS,660,0,660,0,0,534,125,1,297,4
2025-2026,14,MANIPUR,258,TAMENGLONG,IGNDPS,48,31,17,0,0,48,0,0,18,43
2025-2026,14,MANIPUR,258,TAMENGLONG,IGNOAPS,2478,1107,1371,0,0,2358,120,0,1432,541
2025-2026,14,MANIPUR,258,TAMENGLONG,IGNWPS,291,0,291,0,0,199,92,0,135,137
2025-2026,14,MANIPUR,259,THOUBAL,IGNDPS,164,91,73,0,27,0,0,137,36,34
2025-2026,14,MANIPUR,259,THOUBAL,IGNOAPS,8470,3848,4621,1,377,14,7053,1026,6039,1500
2025-2026,14,MANIPUR,259,THOUBAL,IGNWPS,869,0,869,0,71,0,686,112,662,134
2025-2026,14,MANIPUR,260,UKHRUL,IGNDPS,62,29,33,0,0,62,0,0,53,38
2025-2026,14,MANIPUR,260,UKHRUL,IGNOAPS,3871,1435,2436,0,6,3780,85,0,3632,507
2025-2026,14,MANIPUR,260,UKHRUL,IGNWPS,425,0,425,0,1,270,154,0,368,23
2025-2026,15,MIZORAM,261,AIZAWL,IGNDPS,195,109,86,0,1,194,0,0,152,139
2025-2026,15,MIZORAM,261,AIZAWL,IGNOAPS,7261,2760,4501,0,2,7226,31,2,6386,5610
2025-2026,15,MIZORAM,261,AIZAWL,IGNWPS,634,0,634,0,1,632,1,0,550,429
2025-2026,15,MIZORAM,262,CHAMPHAI,IGNDPS,37,18,19,0,0,37,0,0,25,28
2025-2026,15,MIZORAM,262,CHAMPHAI,IGNOAPS,1310,648,662,0,0,1284,26,0,1146,1180
2025-2026,15,MIZORAM,262,CHAMPHAI,IGNWPS,156,0,156,0,0,156,0,0,136,135
2025-2026,15,MIZORAM,263,KOLASIB,IGNDPS,48,25,23,0,0,48,0,0,39,37
2025-2026,15,MIZORAM,263,KOLASIB,IGNOAPS,1305,621,683,1,2,1257,46,0,1236,918
2025-2026,15,MIZORAM,263,KOLASIB,IGNWPS,164,0,164,0,1,163,0,0,147,121
2025-2026,15,MIZORAM,264,LAWNGTLAI,IGNDPS,53,38,15,0,1,48,4,0,21,29
2025-2026,15,MIZORAM,264,LAWNGTLAI,IGNOAPS,1917,851,1065,1,1,1764,152,0,866,968
2025-2026,15,MIZORAM,264,LAWNGTLAI,IGNWPS,158,0,158,0,0,153,5,0,50,91
2025-2026,15,MIZORAM,265,LUNGLEI,IGNDPS,98,54,44,0,0,94,3,1,67,47
2025-2026,15,MIZORAM,265,LUNGLEI,IGNOAPS,3647,1758,1889,0,31,3495,120,1,2854,1976
2025-2026,15,MIZORAM,265,LUNGLEI,IGNWPS,306,0,306,0,0,291,15,0,246,98
2025-2026,15,MIZORAM,266,MAMIT,IGNDPS,76,44,32,0,0,75,1,0,51,60
2025-2026,15,MIZORAM,266,MAMIT,IGNOAPS,2016,1097,919,0,0,1972,44,0,1602,1627
2025-2026,15,MIZORAM,266,MAMIT,IGNWPS,242,0,242,0,0,239,3,0,178,201
2025-2026,15,MIZORAM,267,SAIHA,IGNDPS,49,31,18,0,1,27,21,0,29,34
2025-2026,15,MIZORAM,267,SAIHA,IGNOAPS,1208,554,654,0,1,1105,101,1,832,880
2025-2026,15,MIZORAM,267,SAIHA,IGNWPS,166,0,166,0,0,95,71,0,100,122
2025-2026,15,MIZORAM,268,SERCHHIP,IGNDPS,42,17,25,0,0,41,1,0,32,28
2025-2026,15,MIZORAM,268,SERCHHIP,IGNOAPS,1616,755,861,0,2,1534,79,1,1504,1462
2025-2026,15,MIZORAM,268,SERCHHIP,IGNWPS,164,0,164,0,0,160,4,0,152,155
2025-2026,15,MIZORAM,726,HNAHTHIAL,IGNDPS,33,19,14,0,0,30,3,0,29,21
2025-2026,15,MIZORAM,726,HNAHTHIAL,IGNOAPS,1287,701,586,0,5,1216,64,2,1169,693
2025-2026,15,MIZORAM,726,HNAHTHIAL,IGNWPS,65,0,65,0,0,59,6,0,57,31
2025-2026,15,MIZORAM,727,SAITUAL,IGNDPS,51,21,30,0,0,50,1,0,43,50
2025-2026,15,MIZORAM,727,SAITUAL,IGNOAPS,1976,1034,942,0,3,1951,22,0,1866,1835
2025-2026,15,MIZORAM,727,SAITUAL,IGNWPS,145,0,145,0,0,144,1,0,139,139
2025-2026,15,MIZORAM,728,KHAWZAWL,IGNDPS,24,10,14,0,1,22,1,0,14,12
2025-2026,15,MIZORAM,728,KHAWZAWL,IGNOAPS,855,432,423,0,1,853,1,0,698,697
2025-2026,15,MIZORAM,728,KHAWZAWL,IGNWPS,76,0,76,0,0,76,0,0,54,67
2025-2026,16,TRIPURA,269,DHALAI,IGNDPS,260,96,164,0,68,117,55,20,166,159
2025-2026,16,TRIPURA,269,DHALAI,IGNOAPS,18621,9221,9399,1,2995,9830,4534,1262,14343,12178
2025-2026,16,TRIPURA,269,DHALAI,IGNWPS,1716,0,1716,0,350,824,384,158,944,1058
2025-2026,16,TRIPURA,270,NORTH TRIPURA,IGNDPS,184,99,85,0,31,30,89,34,78,63
2025-2026,16,TRIPURA,270,NORTH TRIPURA,IGNOAPS,11892,6817,5075,0,1864,3539,4601,1888,8009,4047
2025-2026,16,TRIPURA,270,NORTH TRIPURA,IGNWPS,1186,0,1186,0,338,131,489,228,685,442
2025-2026,16,TRIPURA,271,SOUTH TRIPURA,IGNDPS,317,202,115,0,47,71,146,53,183,225
2025-2026,16,TRIPURA,271,SOUTH TRIPURA,IGNOAPS,17209,8960,8249,0,2299,5537,6265,3108,13349,11110
2025-2026,16,TRIPURA,271,SOUTH TRIPURA,IGNWPS,2737,0,2737,0,413,600,1100,624,1729,1909
2025-2026,16,TRIPURA,272,WEST TRIPURA,IGNDPS,417,223,194,0,91,52,172,102,259,250
2025-2026,16,TRIPURA,272,WEST TRIPURA,IGNOAPS,21818,11733,10085,0,2714,7520,8887,2697,17425,14793
2025-2026,16,TRIPURA,272,WEST TRIPURA,IGNWPS,3718,0,3718,0,725,603,1723,667,2681,1741
2025-2026,16,TRIPURA,652,KHOWAI,IGNDPS,199,125,74,0,28,87,43,41,167,147
2025-2026,16,TRIPURA,652,KHOWAI,IGNOAPS,12330,6902,5428,0,1921,5586,2775,2048,10975,9125
2025-2026,16,TRIPURA,652,KHOWAI,IGNWPS,2317,0,2317,0,432,832,609,444,1893,1798
2025-2026,16,TRIPURA,653,SEPAHIJALA,IGNDPS,228,154,74,0,20,48,138,22,180,141
2025-2026,16,TRIPURA,653,SEPAHIJALA,IGNOAPS,16221,8753,7468,0,1374,4265,8850,1732,14479,9924
2025-2026,16,TRIPURA,653,SEPAHIJALA,IGNWPS,2391,0,2391,0,194,545,1463,189,2084,1543
2025-2026,16,TRIPURA,654,GOMATI,IGNDPS,268,157,111,0,55,70,105,38,167,176
2025-2026,16,TRIPURA,654,GOMATI,IGNOAPS,16834,9418,7415,1,2377,7580,5421,1456,13882,12372
2025-2026,16,TRIPURA,654,GOMATI,IGNWPS,1928,0,1928,0,348,605,719,256,1415,1040
2025-2026,16,TRIPURA,655,UNAKOTI,IGNDPS,243,131,112,0,49,30,145,19,199,143
2025-2026,16,TRIPURA,655,UNAKOTI,IGNOAPS,10536,6169,4367,0,1125,1953,5789,1669,8679,8448
2025-2026,16,TRIPURA,655,UNAKOTI,IGNWPS,1436,0,1436,0,280,321,598,237,1112,971
2025-2026,17,MEGHALAYA,273,EAST GARO HILLS,IGNDPS,131,93,38,0,1,122,8,0,120,98
2025-2026,17,MEGHALAYA,273,EAST GARO HILLS,IGNOAPS,3397,1544,1853,0,7,3296,93,1,3155,2261
2025-2026,17,MEGHALAYA,273,EAST GARO HILLS,IGNWPS,357,0,357,0,0,330,27,0,333,202
2025-2026,17,MEGHALAYA,274,EAST KHASI HILLS,IGNDPS,401,220,181,0,0,396,5,0,282,128
2025-2026,17,MEGHALAYA,274,EAST KHASI HILLS,IGNOAPS,8288,2545,5742,1,80,7772,405,31,5477,3190
2025-2026,17,MEGHALAYA,274,EAST KHASI HILLS,IGNWPS,2476,0,2476,0,15,2346,101,14,1825,1020
2025-2026,17,MEGHALAYA,275,WEST JAINTIA HILLS,IGNDPS,88,41,47,0,0,80,8,0,50,12
2025-2026,17,MEGHALAYA,275,WEST JAINTIA HILLS,IGNOAPS,5367,1730,3637,0,7,4760,592,8,3281,1143
2025-2026,17,MEGHALAYA,275,WEST JAINTIA HILLS,IGNWPS,607,0,607,0,0,538,66,3,358,109
2025-2026,17,MEGHALAYA,276,RI BHOI,IGNDPS,232,126,106,0,4,220,7,1,100,43
2025-2026,17,MEGHALAYA,276,RI BHOI,IGNOAPS,6935,2943,3990,2,34,6824,67,10,4708,2204
2025-2026,17,MEGHALAYA,276,RI BHOI,IGNWPS,968,0,968,0,5,950,13,0,503,219
2025-2026,17,MEGHALAYA,277,SOUTH GARO HILLS,IGNDPS,63,46,17,0,1,59,3,0,19,0
2025-2026,17,MEGHALAYA,277,SOUTH GARO HILLS,IGNOAPS,4449,2230,2219,0,48,4067,305,28,1310,41
2025-2026,17,MEGHALAYA,277,SOUTH GARO HILLS,IGNWPS,411,0,411,0,9,384,12,6,140,7
2025-2026,17,MEGHALAYA,278,WEST GARO HILLS,IGNDPS,151,88,63,0,3,82,65,1,119,29
2025-2026,17,MEGHALAYA,278,WEST GARO HILLS,IGNOAPS,8414,4002,4412,0,108,5729,2452,125,5773,1460
2025-2026,17,MEGHALAYA,278,WEST GARO HILLS,IGNWPS,1112,0,1112,0,14,726,362,10,872,224
2025-2026,17,MEGHALAYA,279,WEST KHASI HILLS,IGNDPS,153,86,67,0,1,151,0,1,101,86
2025-2026,17,MEGHALAYA,279,WEST KHASI HILLS,IGNOAPS,7910,3476,4433,1,5,7829,72,4,5490,4290
2025-2026,17,MEGHALAYA,279,WEST KHASI HILLS,IGNWPS,858,0,858,0,1,850,6,1,688,571
2025-2026,17,MEGHALAYA,656,NORTH GARO HILLS,IGNDPS,98,62,36,0,0,98,0,0,56,6
2025-2026,17,MEGHALAYA,656,NORTH GARO HILLS,IGNOAPS,2839,1263,1576,0,31,2785,22,1,1956,403
2025-2026,17,MEGHALAYA,656,NORTH GARO HILLS,IGNWPS,250,0,250,0,0,246,4,0,165,52
2025-2026,17,MEGHALAYA,657,EAST JAINTIA HILLS,IGNDPS,41,15,26,0,1,30,9,1,33,3
2025-2026,17,MEGHALAYA,657,EAST JAINTIA HILLS,IGNOAPS,2628,1008,1620,0,4,1475,1127,12,2072,1132
2025-2026,17,MEGHALAYA,657,EAST JAINTIA HILLS,IGNWPS,348,0,348,0,0,210,138,0,276,77
2025-2026,17,MEGHALAYA,658,SOUTH WEST KHASI HILLS,IGNDPS,138,84,54,0,0,138,0,0,105,42
2025-2026,17,MEGHALAYA,658,SOUTH WEST KHASI HILLS,IGNOAPS,3193,1263,1930,0,48,3067,69,9,2402,1227
2025-2026,17,MEGHALAYA,658,SOUTH WEST KHASI HILLS,IGNWPS,365,0,365,0,5,343,17,0,307,167
2025-2026,17,MEGHALAYA,663,SOUTH WEST GARO HILLS,IGNDPS,104,68,36,0,5,81,17,1,68,1
2025-2026,17,MEGHALAYA,663,SOUTH WEST GARO HILLS,IGNOAPS,2186,1078,1108,0,31,1671,439,45,1823,127
2025-2026,17,MEGHALAYA,663,SOUTH WEST GARO HILLS,IGNWPS,276,0,276,0,5,212,53,6,254,2
2025-2026,18,ASSAM,280,BARPETA,IGNDPS,983,732,251,0,11,1,967,4,771,803
2025-2026,18,ASSAM,280,BARPETA,IGNOAPS,21279,13096,8177,6,389,34,20532,324,18381,17754
2025-2026,18,ASSAM,280,BARPETA,IGNWPS,4797,0,4797,0,84,16,4660,37,3961,3895
2025-2026,18,ASSAM,281,BONGAIGAON,IGNDPS,702,535,167,0,22,3,616,61,587,555
2025-2026,18,ASSAM,281,BONGAIGAON,IGNOAPS,14500,8456,6044,0,643,106,12046,1705,12483,11780
2025-2026,18,ASSAM,281,BONGAIGAON,IGNWPS,2668,0,2668,0,131,23,2259,255,2209,2140
2025-2026,18,ASSAM,282,CACHAR,IGNDPS,1909,1339,570,0,322,35,1250,302,1512,1667
2025-2026,18,ASSAM,282,CACHAR,IGNOAPS,29261,15640,13619,2,4007,803,20778,3673,22990,23672
2025-2026,18,ASSAM,282,CACHAR,IGNWPS,5722,0,5722,0,876,117,3855,874,4520,4048
2025-2026,18,ASSAM,283,DARRANG,IGNDPS,1140,746,393,1,31,2,1026,81,699,1064
2025-2026,18,ASSAM,283,DARRANG,IGNOAPS,16042,8236,7805,1,353,62,13751,1876,11342,13396
2025-2026,18,ASSAM,283,DARRANG,IGNWPS,3542,0,3542,0,47,7,3370,118,2717,2808
2025-2026,18,ASSAM,284,DHEMAJI,IGNDPS,616,422,194,0,37,218,100,261,588,452
2025-2026,18,ASSAM,284,DHEMAJI,IGNOAPS,12151,5440,6711,0,737,4360,2680,4374,11964,9755
2025-2026,18,ASSAM,284,DHEMAJI,IGNWPS,2204,0,2204,0,151,957,331,765,2142,1807
2025-2026,18,ASSAM,285,DHUBRI,IGNDPS,2118,1457,661,0,16,0,2069,33,1625,1803
2025-2026,18,ASSAM,285,DHUBRI,IGNOAPS,32545,17065,15475,5,160,18,31880,487,26859,26990
2025-2026,18,ASSAM,285,DHUBRI,IGNWPS,7104,0,7104,0,80,1,6688,335,5839,5751
2025-2026,18,ASSAM,286,DIBRUGARH,IGNDPS,335,230,105,0,8,11,274,42,238,236
2025-2026,18,ASSAM,286,DIBRUGARH,IGNOAPS,22176,9685,12489,2,247,472,19484,1973,14818,16856
2025-2026,18,ASSAM,286,DIBRUGARH,IGNWPS,4404,0,4404,0,35,112,3823,434,3494,3356
2025-2026,18,ASSAM,287,GOALPARA,IGNDPS,1236,911,325,0,31,70,1104,31,928,934
2025-2026,18,ASSAM,287,GOALPARA,IGNOAPS,22768,11468,11300,0,535,2882,18666,685,18607,17878
2025-2026,18,ASSAM,287,GOALPARA,IGNWPS,4368,0,4368,0,30,163,4116,59,3601,3465
2025-2026,18,ASSAM,288,GOLAGHAT,IGNDPS,1203,761,442,0,35,23,1078,67,852,888
2025-2026,18,ASSAM,288,GOLAGHAT,IGNOAPS,19874,9928,9946,0,464,857,16457,2096,15194,16081
2025-2026,18,ASSAM,288,GOLAGHAT,IGNWPS,3889,0,3889,0,107,89,3306,387,3179,3113
2025-2026,18,ASSAM,289,HAILAKANDI,IGNDPS,929,655,274,0,98,5,777,49,726,793
2025-2026,18,ASSAM,289,HAILAKANDI,IGNOAPS,15254,7342,7912,0,1462,129,12381,1282,11808,12800
2025-2026,18,ASSAM,289,HAILAKANDI,IGNWPS,2937,0,2937,0,489,27,2187,234,2275,2426
2025-2026,18,ASSAM,290,JORHAT,IGNDPS,685,434,251,0,29,15,504,137,547,660
2025-2026,18,ASSAM,290,JORHAT,IGNOAPS,24106,10634,13470,2,1088,794,19327,2897,19349,23852
2025-2026,18,ASSAM,290,JORHAT,IGNWPS,3085,0,3085,0,131,56,2201,697,2591,2939
2025-2026,18,ASSAM,291,KAMRUP,IGNDPS,823,660,163,0,12,9,790,12,646,386
2025-2026,18,ASSAM,291,KAMRUP,IGNOAPS,41457,18137,23320,0,2031,2781,34607,2038,31893,22444
2025-2026,18,ASSAM,291,KAMRUP,IGNWPS,5224,0,5224,0,254,244,4448,278,4438,3115
2025-2026,18,ASSAM,292,KARBI ANGLONG,IGNDPS,566,347,219,0,27,408,72,59,414,323
2025-2026,18,ASSAM,292,KARBI ANGLONG,IGNOAPS,15256,7164,8091,1,961,9567,1824,2904,9781,8701
2025-2026,18,ASSAM,292,KARBI ANGLONG,IGNWPS,2952,0,2952,0,133,2004,408,407,2115,1769
2025-2026,18,ASSAM,293,SRIBHUMI,IGNDPS,1652,1184,467,1,69,14,1514,55,1100,977
2025-2026,18,ASSAM,293,SRIBHUMI,IGNOAPS,12102,6388,5713,1,433,55,11286,328,11969,8892
2025-2026,18,ASSAM,293,SRIBHUMI,IGNWPS,3794,0,3794,0,175,7,3535,77,3473,2625
2025-2026,18,ASSAM,294,KOKRAJHAR,IGNDPS,1311,833,478,0,51,660,293,307,993,1044
2025-2026,18,ASSAM,294,KOKRAJHAR,IGNOAPS,21615,7320,14295,0,809,9898,7597,3311,16067,17225
2025-2026,18,ASSAM,294,KOKRAJHAR,IGNWPS,3659,0,3659,0,164,1643,978,874,2943,3085
2025-2026,18,ASSAM,295,LAKHIMPUR,IGNDPS,1461,1047,414,0,77,209,958,217,1207,839
2025-2026,18,ASSAM,295,LAKHIMPUR,IGNOAPS,20893,10247,10646,0,1280,2899,13030,3684,16486,14044
2025-2026,18,ASSAM,295,LAKHIMPUR,IGNWPS,3715,0,3715,0,164,507,2558,486,3089,2226
2025-2026,18,ASSAM,296,MORIGAON,IGNDPS,1421,961,460,0,142,132,1014,133,929,602
2025-2026,18,ASSAM,296,MORIGAON,IGNOAPS,21100,10174,10925,1,1805,1886,15722,1687,14516,10357
2025-2026,18,ASSAM,296,MORIGAON,IGNWPS,4153,0,4153,0,323,470,3032,328,2782,1884
2025-2026,18,ASSAM,297,NAGAON,IGNDPS,2201,1554,647,0,223,72,1730,176,1539,1961
2025-2026,18,ASSAM,297,NAGAON,IGNOAPS,40010,20442,19567,1,2416,835,35005,1754,31313,36259
2025-2026,18,ASSAM,297,NAGAON,IGNWPS,6213,0,6213,0,625,319,4775,494,4720,5632
2025-2026,18,ASSAM,298,NALBARI,IGNDPS,689,508,181,0,2,0,685,2,478,511
2025-2026,18,ASSAM,298,NALBARI,IGNOAPS,23344,12358,10984,2,413,61,22703,167,18804,19826
2025-2026,18,ASSAM,298,NALBARI,IGNWPS,3192,0,3192,0,1,2,3188,1,2638,2739
2025-2026,18,ASSAM,299,DIMA HASAO,IGNDPS,98,71,27,0,0,70,23,5,90,98
2025-2026,18,ASSAM,299,DIMA HASAO,IGNOAPS,3571,1703,1868,0,27,2906,586,52,2972,3566
2025-2026,18,ASSAM,299,DIMA HASAO,IGNWPS,598,0,598,0,3,358,191,46,543,596
2025-2026,18,ASSAM,300,SIVASAGAR,IGNDPS,1270,877,393,0,45,33,767,425,997,1161
2025-2026,18,ASSAM,300,SIVASAGAR,IGNOAPS,17106,7930,9175,1,883,566,7547,8110,13349,15460
2025-2026,18,ASSAM,300,SIVASAGAR,IGNWPS,3982,0,3982,0,171,101,2382,1328,3321,3517
2025-2026,18,ASSAM,301,SONITPUR,IGNDPS,1359,882,477,0,17,14,1271,57,903,1127
2025-2026,18,ASSAM,301,SONITPUR,IGNOAPS,16759,7703,9054,2,351,432,14813,1163,14149,15262
2025-2026,18,ASSAM,301,SONITPUR,IGNWPS,3437,0,3437,0,38,95,3120,184,2606,2874
2025-2026,18,ASSAM,302,TINSUKIA,IGNDPS,1453,923,530,0,52,104,901,396,986,1088
2025-2026,18,ASSAM,302,TINSUKIA,IGNOAPS,21967,9570,12397,0,591,1633,14851,4892,17616,21916
2025-2026,18,ASSAM,302,TINSUKIA,IGNWPS,3903,0,3903,0,141,291,2663,808,3095,2979
